positive	is a Because antacids may interfere with the absorption of <e2>anticholinergic agents</e2> simultaneous use of these <e1>drugs</e1> should be avoided
negative	is a The inhibiting effects of <e1>anticholinergic <e2>drugs on gastric hydrochloric acid secretion are antagonized by agents used to treat achlorhydria and those used to test gastric secretion
negative	is a <e1>Ketoconazole</e1> is a potent inhibitor of the <e2>cytochrome P450 3A4</e2> enzyme system
negative	is a Coadministration of NIZORAL Tablets and drugs primarily metabolized by the cytochrome P450 3A4 enzyme system may result in increased plasma concentrations of the drugs that could increase or prolong both therapeutic and adverse effects
negative	is a Therefore unless otherwise specified appropriate dosage adjustments may be necessary
positive	is a The following drug interactions have been identified involving NIZORAL span class c97  Tablets and other <e2>drugs</e2> metabolized by the cytochrome P450 3A4 enzyme system <e1>Ketoconazole</e1> tablets inhibit the metabolism of terfenadine resulting in an increased plasma concentration of terfenadine and a delay in the elimination of its acid metabolite
negative	is a The increased plasma concentration of terfenadine or its metabolite may result in prolonged QT intervals
positive	is a Pharmacokinetic data indicate that oral ketoconazole inhibits the metabolism of astemizole resulting in elevated plasma levels of astemizole and its active metabolite desmethylastemizole which may prolong QT intervals
positive	is a Coadministration of astemizole with ketoconazole tablets is therefore contraindicated
positive	is a Human pharmacokinetics data indicate that oral <e2>ketoconazole</e2> potently inhibits the metabolism of <e1>cisapride</e1> resulting in a mean eightfold increase in AUC of <e1>cisapride</e1>
positive	is a Data suggest that coadministration of oral <e2>ketoconazole</e2> and <e1>cisapride</e1> can result in prolongation of the QT interval on the ECG
positive	is a Therefore concomitant administration of <e2>ketoconazole</e2> tablets with <e1>cisapride</e1> is contraindicated
positive	is a Ketoconazole tablets may alter the metabolism of <e2>cyclosporine</e2> <e1>tacrolimus</e1> and methylprednisolone resulting in elevated plasma concentrations of the latter drugs
negative	is a Dosage adjustment may be required if <e2>cyclosporine</e2> <e1>tacrolimus</e1> or methylprednisolone are given concomitantly with NIZORAL Tablets
negative	is a Coadministration of NIZORAL Tablets with midazolam or triazolam has resulted in elevated plasma concentrations of the latter two drugs
negative	is a This may potentiate and prolong <e1>hypnotic</e1> and <e2>sedative</e2> effects especially with repeated dosing or chronic administration of these agents
negative	is a These agents should not be used in patients treated with NIZORAL Tablets
negative	is a If <e2>midazolam</e2> is administered parenterally special precaution is required since the <e1>sedative</e1> effect may be prolonged
negative	is a Rare cases of elevated plasma concentrations of digoxin have been reported
negative	is a It is not clear whether this was due to the combination of therapy
positive	is a It is therefore advisable to monitor digoxin concentrations in patients receiving ketoconazole
positive	is a When taken orally  imidazole compounds like ketoconazole may enhance the anticoagulant effect of coumarinlike drugs
positive	is a In simultaneous treatment with imidazole drugs and coumarin drugs the anticoagulant effect should be carefully titrated and monitored
positive	is a Because severe hypoglycemia has been reported in patients concomitantly receiving oral miconazole an imidazole and oral hypoglycemic agents such a potential interaction involving the latter agents when used concomitantly with ketoconazole tablets an imidazole can not be ruled out
positive	is a Concomitant administration of ketoconazole tablets with phenytoin may alter the metabolism of one or both of the drugs
positive	is a It is suggested to monitor both ketoconazole and phenytoin
positive	is a Concomitant administration of rifampin with ketoconazole tablets reduces the blood levels of the latter
positive	is a INH Isoniazid is also reported to affect ketoconazole concentrations adversely
negative	is a These drugs should not be given concomitantly
negative	is a After the coadministration of 200 mg oral ketoconazole twice daily and one 20 mg dose of loratadine to 11 subjects the AUC and Cmax of loratadine averaged 302  142 S
negative	is a respectively of those obtained after cotreatment with placebo
negative	is a The AUC and Cmax of descarboethoxyloratadine an active metabolite averaged 155  27 S
negative	is a However no related changes were noted in the QT0 on ECG taken at 2 6 and 24 hours after the coadministration
negative	is a Also there were no clinically significant differences in adverse events when loratadine was administered with or without ketoconazole
positive	is a Rare cases of a <e2>disulfiram</e2>like reaction to <e1>alcohol</e1> have been reported
negative	is a These experiences have been characterized by flushing rash peripheral edema nausea and headache
negative	is a Symptoms resolved within a few hours
positive	is a Lansoprazole is metabolized through the <e1>cytochrome P450</e1> system specifically through the CYP3A and CYP2C19 <e2>isozymes</e2>
positive	is a Studies have shown that lansoprazole does not have clinically significant interactions with other <e1>drugs</e1> metabolized by the <e2>cytochrome P450</e2> system such as warfarin antipyrine indomethacin ibuprofen phenytoin propranolol prednisone diazepam clarithromycin or terfenadine in healthy subjects
negative	is a These compounds are metabolized through various <e1>cytochrome P450</e1> <e2>isozymes</e2> including CYP1A2 CYP2C9 CYP2C19 CYP2D6 and CYP3A
positive	is a When <e1>lansoprazole</e1> was administered concomitantly with <e2>theophylline</e2> CYP1A2 CYP3A a minor increase 10 in the clearance of <e2>theophylline</e2> was seen
negative	is a Because the small magnitude and the direction of the effect on theophylline clearance this interaction is unlikely to be clinical concern
positive	is a Nonetheless individual patients may require additional titration of their <e2>theophylline</e2> dosage when <e1>lansoprazole</e1> is started or stopped to ensure clinically effective blood levels
negative	is a Lansoprazole has also been shown to have no clinically significant interaction with amoxicillin
positive	is a In a singledose crossover study examining lansoprazole 30 mg and omeprazole 20 mg each administered alone and concomitantly with sucralfate 1 gram absorption of the proton pump inhibitors was delayed and their bioavailability was reduced by 17 and 16 respectively when administered concomitantly with sucralfate
positive	is a Therefore proton pump inhibitors should be taken at least 30 minutes prior to sucralfate
positive	is a In clinical trials antacids were administered concomitantly with lansoprazole delayedrelease capsulesthis did not interfere with its effect
positive	is a Lansoprazole causes a profound and long lasting inhibition of gastric acid secretiontherefore it is theoretically possible that <e2>lansoprazole</e2> may interfere with the absorption of <e1>drugs</e1> where gastric pH is an important determinant of bioavailability e
negative	is a ketoconazole <e2>ampicillin</e2> esters iron salts <e1>digoxin</e1>
negative	is a Oral Anticoagulants <e2>Thyroid hormone</e2>s appear to increase catabolism of vitamin Kdependent <e1>clotting factor</e1>s
negative	is a If oral anticoagulants are also being given compensatory increases in clotting factor synthesis are impaired
negative	is a Patients stabilized on oral anticoagulants who are found to require thyroid replacement therapy should be watched very closely when thyroid is started
negative	is a If a patient is truly hypothyroid it is likely that a reduction in anticoagulant dosage will be required
negative	is a No special precautions appear to be necessary when oral anticoagulant therapy is begun in a patient already stabilized on maintenance thyroid replacement therapy
positive	is a Insulin or Oral Hypoglycemics Initiating thyroid replacement therapy may cause increases in insulin or oral hypoglycemic requirements
negative	is a The effects seen are poorly understood and depend upon a variety of factors such as dose and type of thyroid preparations and endocrine status of the patient
positive	is a Patients receiving insulin or oral hypoglycemics should be closely watched during initiation of thyroid replacement therapy
positive	is a Cholestyramine Cholestyramine binds both T4 and T3 in the intestine thus impairing absorption of these thyroid hormones
negative	is a In vitro studies indicate that the binding is not easily removed
positive	is a Therefore 4 to 5 hours should elapse between administration of <e2>cholestyramine</e2> and <e1>thyroid hormones</e1>
negative	is a Estrogen Oral Contraceptives Estrogens tend to increase serum thyroxinebinding globulin TBg
negative	is a In a patient with a nonfunctioning thyroid gland who is receiving thyroid replacement therapy free levo<e2>thyroxin</e2>e may be decreased when <e1>estrogen</e1>s are started thus increasing thyroid requirements
negative	is a However if the patients thyroid gland has sufficient function the decreased free thyroxine will result in a compensatory increase in thyroxine output by the thyroid
negative	is a Therefore patients without a functioning thyroid gland who are on thyroid replacement therapy may need to increase their thyroid dose if <e1>estrogen</e1>s or <e1>estrogen</e1>containing <e2>oral contraceptives</e2> are given
positive	is a Tricyclic Antidepressants Use of thyroid products with imipramine and other tricyclic antidepressants may increase receptor sensitivity and enhance antidepressant activity transient cardiac arrhythmias have been observed
negative	is a Thyroid hormone activity may also be enhanced
positive	is a <e1>Digitalis</e1> <e2>Thyroid preparation</e2>s may potentiate the toxic effects of digitalis
negative	is a <e1>Thyroid hormonal</e1> replacement increases metabolic rate which requires an increase in <e2>digitalis</e2> dosage
negative	is a Ketamine When administered to patients on a thyroid preparation this parenteral anesthetic may cause hypertension and tachycardia
negative	is a Use with caution and be prepared to treat hypertension if necessary
positive	is a Vasopressors Thyroxine increases the adrenergic effect of catecholamines such as <e2>epinephrine</e2> and <e1>nor<e2>epinephrine
negative	is a Therefore injection of these agents into patients receiving thyroid preparations increases the risk of precipitating coronary insufficiency especially in patients with coronary artery disease
negative	is a Careful observation is required
negative	is a DrugLaboratory Test Interactions The following drugs or moieties are known to interfere with laboratory tests performed in patients on thyroid hormone therapy androgens corticosteroids <e1>estrogen</e1>s <e2>oral contraceptives</e2> containing <e1>estrogen</e1>s iodinecontaining preparations and the numerous preparations containing salicylates
negative	is a Changes in TBg concentration should be taken into consideration in the interpretation of T4 and T3 values
negative	is a In such cases the unbound free hormone should be measured
negative	is a Pregnancy <e1>estrogen</e1>s and <e1>estrogen</e1>containing <e2>oral contraceptives</e2> increase TBg concentrations
negative	is a TBg may also be increased during infectious hepatitis
negative	is a Decreases in TBg concentrations are observed in nephrosis acromegaly and after androgen or corticosteroid therapy
negative	is a Familial hyper or hypothyroxinebindingglobulinemias have been described
negative	is a The incidence of TBg deficiency approximates 1 in 9000
negative	is a The binding of thyroxine by thyroxinebinding prealbumin TBPA is inhibited by salicylates
negative	is a Medicinal or dietary iodine interferes with all in vivo tests of radioiodine uptake producing low uptakes which may not be reflective of a true decrease in hormone synthesis
negative	is a The persistence of clinical and laboratory evidence of hypothyroidism in spite of adequate dosage replacement indicates either poor patient compliance poor absorption excessive fecal loss or inactivity of the preparation
negative	is a Intracellular resistance to thyroid</e2> hormone</e1> is quite rare
positive	is a <e1>Chlorthalidone</e1> may add to or potentiate the action of other <e2>antihypertensive drugs</e2>
negative	is a Potentiation occurs with ganglionic <e1>peripheral adrenergic blocking <e2>drugs
negative	is a <e1>Medication</e1> such as <e2>digitalis</e2> may also influence serum electrolytes
negative	is a Warning signs irrespective of cause are dryness of mouth thirst weakness lethargy drowsiness restlessness muscle pains or cramps muscular fatigue hypotension oliguria tachycardia and gastrointestinal disturbances such as nausea and vomiting
negative	is a Insulin requirements in diabetic patients may be increased decreased or unchanged
negative	is a Higher dosage of oral hypoglycemic agents may be required
negative	is a Latent diabetes mellitus may become manifest during chlorthalidone administration
positive	is a <e1>Chlorthalidone</e1> and related <e2>drugs</e2> may increase the responsiveness to tubocurarine
positive	is a <e1>Chlorthalidone</e1> and related <e2>drugs</e2> may decrease arterial responsiveness to norepinephrine
negative	is a This diminution is not sufficient to preclude effectiveness of the pressor agent for therapeutic use
positive	is a Diuretics Patients on diuretics especially those in whom diuretic therapy was recently instituted may occasionally experience an excessive reduction of blood pressure after initiation of therapy with Lotensin
positive	is a The possibility of hypotensive effects with Lotensin can be minimized by either discontinuing the diuretic or increasing the salt intake prior to initiation of treatment with Lotensin
negative	is a If this is not possible the starting dose should be reduced
positive	is a <e2>Potassium Supplement</e2>s and PotassiumSparing Diuretics <e1>Lotensin</e1> can attenuate potassium loss caused by thiazide diuretics
negative	is a Potassiumsparing <e1>diuretic</e1>s spironolactone amiloride triamterene and others or <e2>potassium</e2> supplements can increase the risk of hyperkalemia
negative	is a Therefore if concomitant use of such agents is indicated they should be given with caution and the patients serum potassium should be monitored frequently
negative	is a <e1>Oral Anticoagulants</e1> Interaction studies with <e2>warfarin</e2> and acenocoumarol failed to identify any clinically important effects on the serum concentrations or clinical effects of these anticoagulants
positive	is a Lithium Increased serum <e2>lithium</e2> levels and symptoms of <e2>lithium</e2> toxicity have been reported in patients receiving <e1>ACE inhibitors</e1> during therapy with <e2>lithium</e2>
negative	is a These drugs should be coadministered with caution and frequent monitoring of serum lithium levels is recommended
negative	is a If a diuretic is also used the risk of lithium toxicity may be increased
negative	is a Other No clinically important pharmacokinetic interactions occurred when Lotensin was administered concomitantly with hydrochlorothiazide chlorthalidone furosemide digoxin propranolol atenolol naproxen or cimetidine
positive	is a Lotensin has been used concomitantly with betaadrenergicblocking agents calciumchannelblocking agents diuretics digoxin and hydralazine without evidence of clinically important adverse interactions
negative	is a Benazepril like other <e2>ACE inhibitors</e2> has had less than additive effects with betaadrenergic blockers presumably because both <e1>drugs</e1> lower blood pressure by inhibiting parts of the reninangiotensin system
negative	is a Certain <e1>other antibiotics</e1> aminoglycosides and <e2>polymyxin</e2> have also been reported to interfere with the nerve transmission at the neuromuscular junction
negative	is a Based on this reported activity they should not be given concomitantly with ColyMycin M Parenteral except with the greatest caution
negative	is a Curariform muscle relaxants eg <e1>tubocurarine</e1> and other <e2>drugs</e2> including ether succinylcholine gallamine decamethonium and sodium citrate potentiate the neuromuscular blocking effect and should be used with extreme caution in patients being treated with ColyMycin M Parenteral
negative	is a Sodium cephalothin may enhance the nephrotoxicity of ColyMycin M Parenteral
negative	is a The concomitant use of sodium cephalothin and ColyMycin M Parenteral should be avoided
negative	is a Formal drug interaction studies have not been conducted with ORENCIA
negative	is a Population pharmacokinetic analyses revealed that <e2>MTX</e2> <e1>NSAIDs</e1> corticosteroids and TNF blocking agents did not influence abatacept clearance
positive	is a The majority of patients in RA clinical studies received one or more of the following concomitant medications with <e1>ORENCIA</e1> MTX <e2>NSAIDs</e2> corticosteroids TNF blocking agents azathioprine chloroquine gold hydroxychloroquine leflunomide sulfasalazine and anakinra
positive	is a Concurrent administration of a TNF antagonist with ORENCIA has been associated with an increased risk of serious infections and no significant additional efficacy over use of the TNF antagonists alone
positive	is a Concurrent therapy with ORENCIA and TNF antagonists is not recommended
negative	is a There is insufficient experience to assess the safety and efficacy of ORENCIA administered concurrently with anakinra and therefore such use is not recommended
positive	is a <e1>Human growth hormone</e1>  Concomitant use of Lglutamine and <e2>human growth hormone</e2> may enhance nutrient absorption in those with severe short bowel syndrome
negative	is a Lglutamine has orphan drug status for this indication
positive	is a <e2>Indomethacin</e2>  Concomitant use of L<e1>glutamine</e1> and indomethacin may ameliorate increased intestinal permeability caused by indomethacin
negative	is a The reported dose used for Lglutamine was 21 grams daily taken in divided doses three times a day
negative	is a Further misoprostol is reported to have a synergistic effect with this combination in ameliorating intestinal permeability
negative	is a Methotrexate  There is one report that methotrexate may decrease the possible effectiveness of supplemental Lglutamine for chemotherapyinduced mucositis
negative	is a In another report nine patients with breast cancer were reported to have decreased symptoms of methotrexaterelated toxicity when given supplemental Lglutamine at a dose of 0
negative	is a Paclitaxel  In one report Lglutamine at a dose of 10 grams three times daily given 24 hours after receiving paclitaxel appeared to prevent the development of myalgia and arthralgia adverse reactions of paclitaxel
positive	is a In vitro mixing of an <e2>aminoglycoside</e2> with betalactamtype antibiotics <e1>penicillin</e1>s or cephalosporins may result in a significant mutual inactivation
positive	is a Even when an <e2>aminoglycoside</e2> and a <e1>penicillin</e1>type drug are administered separately by different routes a reduction in <e2>aminoglycoside</e2> serum halflife or serum levels has been reported in patients with impaired renal function and in some patients with normal renal function
negative	is a Usually such inactivation of the aminoglycoside is clinically significant only in patients with severely impaired renal function
positive	is a Hypotension Patients on Diuretic Therapy Patients on diuretics and especially those in whom diuretic therapy was recently instituted may occasionally experience an excessive reduction of blood pressure after initiation of therapy with enalapril or enalaprilat
negative	is a The possibility of hypotensive effects with enalapril or enalaprilat can be minimized by either discontinuing the diuretic or increasing the salt intake prior to initiation of treatment with enalapril or enalaprilat
negative	is a If it is necessary to continue the diuretic provide close medical supervision after the initial dose for at least two hours and until blood pressure has stabilized for at least an additional hour
positive	is a Agents Causing Renin Release The antihypertensive effect of enalapril and enalapril IV is augmented by antihypertensive agents that cause renin release e
negative	is a Nonsteroidal Antiinflammatory Agents In some patients with compromised renal function who are being treated with nonsteroidal antiinflammatory <e1>drugs</e1> the coadministration of <e2>enalapril</e2> may result in a further deterioration of renal function
negative	is a These effects are usually reversible
negative	is a In a clinical pharmacology study indomethacin or sulindac was administered to hypertensive patients receiving VASOTEC
negative	is a In this study there was no evidence of a blunting of the <e1>antihypertensive</e1> action of <e2>VASOTEC</e2>
positive	is a However reports suggest that <e2>NSAIDs</e2> may diminish the antihypertensive effect of <e1>ACE inhibitors</e1>
positive	is a This interaction should be given consideration in patients taking <e2>NSAIDs</e2> concomitantly with <e1>ACE inhibitors</e1>
negative	is a Other Cardiovascular Agents Enalapril and <e1>enalapril</e1> IV have been used concomitantly with beta adrenergicblocking agents methyldopa nitrates calciumblocking agents hydralazine <e2>prazosin</e2> and digoxin without evidence of clinically significant adverse interactions
negative	is a Enalapril IV has been used concomitantly with digitalis without evidence of clinically significant adverse reactions
positive	is a Agents Increasing Serum Potassium Enalapril and enalapril IV attenuate potassium loss caused by thiazidetype diuretics
negative	is a spironolactone <e2>triamterene</e2> or <e1>amiloride</e1> potassium supplements or potassiumcontaining salt substitutes may lead to significant increases in serum potassium
negative	is a Therefore if concomitant use of these agents is indicated because of demonstrated hypokalemia they should be used with caution and with frequent monitoring of serum potassium
positive	is a Potassium sparing agents should generally not be used in patients with heart failure receiving enalapril
positive	is a Lithium Lithium toxicity has been reported in patients receiving lithium concomitantly with drugs which cause elimination of sodium including ACE inhibitors
positive	is a A few cases of lithium toxicity have been reported in patients receiving concomitant <e2>enalapril</e2><e2>enalapril</e2> IV and lithium and were reversible upon discontinuation of both <e1>drugs</e1>
positive	is a It is recommended that serum <e2>lithium</e2> levels be monitored frequently if <e1>enalapril</e1> is administered concomitantly with <e2>lithium</e2>
negative	is a The drug interaction data described in this section were obtained from controlled clinical trials and studies involving otherwise healthy adults with epilepsy
negative	is a Use in Conjunction with Other Antiepileptic Drugs The addition of Felbatol to antiepileptic drugs AEDs affects the steadystate plasma concentrations of AEDs
negative	is a The net effect of these interactions is summarized in the following table AED AED FelbatolCoadministered Concentration ConcentrationPhenytoin  <e1>Valproate</e1>  Carbamazepine CBZ  CBZ epoxide  Phenobarbital  Not administered but an active metabolite of <e2>carbamazepine</e2>
negative	is a Specific Effects of Felbatol on Other <e1>Antiepileptic Drugs</e1> <e2>Phenytoin</e2> Felbatol causes an increase in steadystate phenytoin plasma concentrations
negative	is a In 10 otherwise healthy subjects with epilepsy ingesting phenytoin the steadystate trough Cmin phenytoin plasma concentration was 175 microgramsmL
negative	is a The steadystate Cmin increased to 215 microgramsmL when 1200 mgday of felbamate was coadministered
negative	is a Increasing the felbamate dose to 1800 mgday in six of these subjects increased the steadystate phenytoin Cmin to 257 microgramsmL
negative	is a In order to maintain phenytoin levels limit adverse experiences and achieve the felbamate dose of 3600 mgday a phenytoin dose reduction of approximately 40 was necessary for eight of these 10 subjects
negative	is a In a controlled clinical trial a 20 reduction of the phenytoin dose at the initiation of Felbatol therapy resulted in phenytoin levels comparable to those prior to Felbatol administration
negative	is a Carbamazepine Felbatol causes a decrease in the steadystate <e2>carbamazepine</e2> plasma concentrations and an increase in the steadystate carbamazepine</e2> epoxide</e1> plasma concentration
negative	is a In nine otherwise healthy subjects with epilepsy ingesting carbamazepine the steadystate trough Cmin carbamazepine concentration was 82 microgramsmL
positive	is a The <e1>carbamazepine</e1> steadystate Cmin decreased 31 to 51 microgramsmL when <e2>felbamate</e2> 3000 mgday divided into three doses was coadministered
negative	is a Carbamazepine</e2> epoxide</e1> steadystate Cmin concentrations increased 57 from 1
negative	is a 4 microgramsmL with the addition of felbamate
negative	is a In clinical trials similar changes in <e2>carbamazepine</e2> and carbamazepine</e2> epoxide</e1> were seen
negative	is a Valproate Felbatol causes an increase in steadystate valproate concentrations
negative	is a In four subjects with epilepsy ingesting valproate the steadystate trough Cmin valproate plasma concentration was 6316 microgramsmL
negative	is a The steadystate Cmin increased to 7814 microgramsmL when 1200 mgday of felbamate was coadministered
negative	is a Increasing the felbamate dose to 2400 mgday increased the steadystate valproate Cmin to 9625 microgramsmL
negative	is a Corresponding values for free valproate Cmin concentrations were 73 94 and 116 microgramsmL for 0 1200 and 2400 mgday Felbatol respectively
negative	is a The ratios of the AUCs of unbound valproate to the AUCs of the total valproate were 11
negative	is a 5 with coadministration of 0 1200 and 2400 mgday of Felbatol respectively
positive	is a This indicates that the protein binding of valproate did not change appreciably with increasing doses of Felbatol Phenobarbital Coadministration of felbamate with phenobarbital causes an increase in phenobarbital plasma concentrations In 12 otherwise healthy male volunteers ingesting phenobarbital the steadystate trough Cmin phenobarbital concentration was 14
negative	is a The steadystate Cmin concentration increased to 17
negative	is a 8 microgramsmL when 2400 mgday of felbamate was coadministered for one week
positive	is a Effects of Other Antiepileptic Drugs on Felbatol Phenytoin Phenytoin causes an approximate doubling of the clearance of Felbatol felbamate at steady state and therefore the addition of phenytoin causes an approximate 45 decrease in the steadystate trough concentrations of Felbatol as compared to the same dose of Felbatol given as monotherapy
negative	is a Carbamazepine Carbamazepine causes an approximate 50 increase in the clearance of Felbatol at steady state and therefore the addition of carbamazepine results in an approximate 40 decrease in the steadystate trough concentrations of Felbatol as compared to the same dose of Felbatol given as monotherapy
negative	is a Valproate Available data suggest that there is no significant effect of valproate on the clearance of Felbatol at steady state Therefore the addition of valproate is not expected to cause a clinically important effect on Felbatol felbamate plasma concentrations
positive	is a Phenobarbital It appears that phenobarbital may reduce plasma felbamate concentrations
negative	is a Steadystate plasma felbamate concentrations were found to be 29 lower than the mean concentrations of a group of newly diagnosed subjects with epilepsy also receiving 2400 mg of felbamate a day
negative	is a Effects of <e2>Antacids</e2> on Felbatol The rate and extent of absorption of a 2400 mg dose of Felbatol as monotherapy given as tablets was not affected when coadministered with <e1>antacids</e1>
negative	is a Effects of Erythromycin on Felbatol The coadministration of erythromycin 1000 mgday for 10 days did not alter the pharmacokinetic parameters of Cmax Cmin AUC CIkg or tmax at felbamate daily doses of 3000 or 3600 mgday in 10 otherwise healthy subjects with epilepsy
negative	is a Effects of Felbatol on LowDose Combination Oral Contraceptives A group of 24 nonsmoking healthy white female volunteers established on an oral contraceptive regimen containing 30 mg ethinyl estradiol and 75 mg gestodene for at least 3 months received 2400 mgday of felbamate from midcycle day 15 to midcycle day 14 of two consecutive oral contraceptive cycles
positive	is a Felbamate treatment resulted in a 42 decrease in the <e2>gestodene</e2> AUC 024 but no clinically relevant effect was observed on the pharmacokinetic parameters of <e1>ethinyl estradiol</e1>
negative	is a No volunteer showed hormonal evidence of ovulation but one volunteer reported intermenstrual bleeding during felbamate treatment
negative	is a <e1>Opioids</e1> are strong <e2>central nervous system depressants</e2> but regular users develop physiological tolerance allowing gradually increased dosages
positive	is a In combination with other central nervous system depressants heroin may still kill even experienced users particularly if their tolerance to the drug has reduced or the strength of their usual dose has increased
positive	is a Toxicology studies of heroinrelated deaths reveal frequent involvement of other central nervous system depressants including alcohol benzodiazepines such as diazepam Valium and to a rising degree methadone
negative	is a Ironically benzodiazepines are often used in the treatment of heroin addiction while they cause much more severe withdrawal symptoms
positive	is a Cocaine sometimes proves to be fatal when used in combination with heroin
positive	is a Some <e2>quinolone</e2>s including <e1>ciprofloxacin</e1> have also been shown to interfere with the metabolism of caffeine
negative	is a This may lead to reduced clearance of caffeine and a prolongation of its serum halflife
positive	is a Some <e2>quinolone</e2>s including <e1>ciprofloxacin</e1> have been associated with transient elevations in serum creatinine in patients receiving cyclosporine concomitantly
positive	is a Glyburide The concomitant administration of ciprofloxacin with the sulfonylurea glyburide has on rare occasions resulted in severe hypoglycemia
negative	is a Histamine H2receptor antagonists Histamine H2receptor antagonists appear to have no significant effect on the bioavailability of ciprofloxacin
positive	is a Methotrexate Renal tubular transport of methotrexate may be inhibited by concomitant administration of ciprofloxacin potentially leading to increased plasma levels of methotrexate
negative	is a This might increase the risk of methotrexate toxic reactions
positive	is a Therefore patients under methotrexate therapy should be carefully monitored when concomitant ciprofloxacin therapy is indicated
positive	is a Multivalent CationContaining Products Concurrent administration of a quinolone including ciprofloxacin with multivalent cationcontaining products such as magnesium or aluminum antacids sucralfate VIDEX chewable<e2>buffer</e2>ed tablets or <e1>pediatric</e1> powder or products containing calcium iron or zinc may substantially decrease the absorption of ciprofloxacin resulting in serum and urine levels considerably lower than desired
negative	is a Proquin XR should be administered at least 4 hours before or 2 hours after these products
negative	is a This time window is different than for other oral formulations of ciprofloxacin which are usually administered 2 hours before or 6 hours after antacids
negative	is a Nonsteroidal antiinflammatory <e2>drugs</e2> but not aspirin These <e2>drugs</e2> in combination with very high doses of <e1>quinolone</e1>s have been shown to provoke convulsions in preclinical studies
negative	is a Omeprazole The rate and extent of absorption of ciprofloxacin was bioequivalent when Proquin XR was given alone or when Proquin XR was given 2 hours after omeprazole at the dose that maximally suppresses gastric acid secretion
negative	is a Omeprazole should be taken as directed and Proquin XR should be taken with a main meal of the day preferably the evening meal
positive	is a Phenytoin Altered serum levels of phenytoin increased and decreased have been reported in patients receiving concomitant ciprofloxacin
positive	is a Probenecid Probenecid interferes with renal tubular secretion of ciprofloxacin and produces an increase in the level of ciprofloxacin in serum
positive	is a Theophylline As with some other <e2>quinolone</e2>s concurrent administration of <e1>ciprofloxacin</e1> with theophylline may lead to elevated serum concentrations of theophylline and prolongation of its elimination halflife
negative	is a This may result in increased risk of theophyllinerelated adverse reactions
negative	is a If concomitant use cannot be avoided serum levels of theophylline should be monitored and dosage adjustments made as appropriate
positive	is a Warfarin <e1>Quinolones</e1> have been reported to enhance the effects of the oral anticoagulant warfarin or its <e2>derivatives</e2>
negative	is a When these products are administered concomitantly prothrombin time or other suitable coagulation tests should be monitored
positive	is a <e1>Monoamine Oxidase</e1> Inhibition Linezolid is a reversible nonselective inhibitor of <e2>monoamine oxidase</e2>
positive	is a Therefore <e1>linezolid</e1> has the potential for interaction with adrenergic and <e2>serotonergic agents</e2>
positive	is a <e1>Adrenergic Agents</e1>Some individuals receiving <e2>ZYVOX</e2> may experience a reversible enhancement of the pressor response to indirectacting sympathomimetic agents vasopressor or dopaminergic agents
negative	is a Commonly used <e1>drugs</e1> such as <e2>phenylpropanolamine</e2> and pseudoephedrine have been specifically studied
negative	is a Initial doses of <e1>adrenergic agents</e1> such as <e2>dopamine</e2> or epinephrine should be reduced and titrated to achieve the desired response
positive	is a Serotonergic Agents Coadministration of <e1>linezolid</e1> and <e2>serotonergic agents</e2> was not associated with serotonin syndrome in Phase 1 2 or 3 studies
positive	is a Spontaneous reports of serotonin syndrome associated with coadministration of <e1>ZYVOX</e1> and <e2>serotonergic agents</e2> including antidepressants such as selective serotonin reuptake inhibitors SSRIs have been reported
positive	is a Patients who are treated with <e1>ZYVOX</e1> and concomitant <e2>serotonergic agents</e2> should be closely observed for signs and symptoms of serotonin syndrome e
negative	is a cognitive dysfunction hyperpyrexia hyperreflexia incoordination
positive	is a If any signs or symptoms occur physicians should consider discontinuation of either one or both agents <e1>ZYVOX</e1> or concomitant <e2>serotonergic agents</e2>
negative	is a DrugLaboratory Test Interactions There are no reported druglaboratory test interactions
negative	is a Interactions with Other CNS Agents Concurrent use of LevoDromoran with all central nervous system depressants eg alcohol sedatives <e1>hypnotics</e1> other <e2>opioids</e2> general anesthetics barbiturates tricyclic antidepressants phenothiazines tranquilizers skeletal muscle relaxants and antihistamines may result in additive central nervous system depressant effects
negative	is a Respiratory depression hypotension and profound sedation or coma may occur
negative	is a When such combined therapy is contemplated the dose of one or both agents should be reduced
negative	is a Although no interaction between MAO inhibitors and LevoDromoran has been observed it is not recommended for use with MAO inhibitors
negative	is a Most cases of serious or fatal adverse events involving LevoDromoran reported to the manufacturer or the FDA have involved either the administration of large initial doses or too frequent doses of the <e1>drug</e1> to nonopioid tolerant patients or the simultaneous administration of <e2>levorphanol</e2> with other <e1>drug</e1>s affecting respiration
negative	is a The initial dose of <e2>levorphanol</e2> should be reduced by approximately 50 or more when it is given to patients along with another <e1>drug</e1> affecting respiration
positive	is a Interactions with Mixed <e2>Agonist</e2>Antagonist Opioid Analgesics <e2>Agonist</e2>antagonist <e1>analgesics</e1> eg pentazocine nalbuphine butorphanol dezocine and buprenorphine should NOT be administered to a patient who has received or is receiving a course of therapy with a pure agonist opioid analgesic such as LevoDromoran
positive	is a In opioiddependent patients mixed <e2>agonist</e2>ant<e2>agonist</e2> <e1>analgesics</e1> may precipitate withdrawal symptoms
